Symbol,Name,Industry
3583.T,AuBEX Corp,비즈니스 지원 용품
358A.T,Zenland Inc,부동산 서비스
3591.T,Wacoal Holdings Corp,의류 및 액세서리
3597.T,Jichodo Co Ltd,의류 및 액세서리
3598.T,Yamaki Co Ltd,의류 및 액세서리
359A.T,NEXT STAGE Co Ltd,건설 및 엔지니어링
3600.T,Fujix Ltd,직물 및 가죽제품
3607.T,Kuraudia Holdings Co Ltd,개인 서비스
3608.T,TSI Holdings Co Ltd,의류 및 액세서리
3611.T,Matsuoka Corp,의류 및 액세서리
3612.T,World Co Ltd,의류 및 액세서리 소매
361A.T,Living House Co Ltd,가정용 가구 소매
3622.T,Netyear Group Corp,온라인 서비스
3623.T,Billing System Corp,경영 지원 서비스
3624.T,Axel Mark Inc,광고 및 마케팅
3625.T,Techfirm Holdings Inc,IT 서비스 및 컨설팅
3626.T,TISI Inc,IT 서비스 및 컨설팅
3627.T,Tecmira Holdings Inc,IT 서비스 및 컨설팅
3628.T,Data Horizon Co Ltd,첨단 의료 장비 및 기술
362A.T,Exeo Holdings Inc,"초, 중, 고등 교육기관"
3632.T,Gree Holdings Inc,온라인 서비스
3633.T,GMO Pepabo Inc,온라인 서비스
3634.T,Sockets Inc,소프트웨어
3635.T,Koei Tecmo Holdings Co Ltd,온라인 서비스
3636.T,Mitsubishi Research Institute Inc,IT 서비스 및 컨설팅
3639.T,Voltage Inc,소프트웨어
3640.T,Densan Co Ltd,IT 서비스 및 컨설팅
3641.T,Papyless Co Ltd,백화점
3645.T,Medical Net Inc,의료 시설 및 서비스
3646.T,Ekitan & Co Ltd,온라인 서비스
3647.T,Asulina Co Ltd,전력 유틸리티
3648.T,AGS Corp,IT 서비스 및 컨설팅
3649.T,Findex Inc,첨단 의료 장비 및 기술
3652.T,Digital Media Professionals Inc,반도체
3653.T,Morpho Inc,소프트웨어
3656.T,KLab Inc,온라인 서비스
3657.T,Pole To Win Holdings Inc,IT 서비스 및 컨설팅
3659.T,Nexon Co Ltd,온라인 서비스
365A.T,Izawa Towel Co Ltd,가정용 제품
3660.T,Istyle Inc,백화점
3661.T,M-up Holdings Inc,온라인 서비스
3662.T,Ateam Holdings Co Ltd,온라인 서비스
3663.T,CELSYS Inc,소프트웨어
3664.T,Wize Inc,가정용 가구 소매
3665.T,Enigmo Inc,온라인 서비스
3667.T,Enish Inc,소프트웨어
3668.T,Colopl Inc,온라인 서비스
366A.T,Wellness Communications Corp,의료 시설 및 서비스
3670.T,Kyoritsu Computer & Communication Co Ltd,컴퓨터 및 전자 제품 소매
3671.T,Softmax Co Ltd,IT 서비스 및 컨설팅
3672.T,AltPlus Inc,소프트웨어
3673.T,Broadleaf Co Ltd,소프트웨어
3674.T,Aucfan Co Ltd,온라인 서비스
3675.T,Cross Marketing Group Inc,광고 및 마케팅
3676.T,Digital Hearts Holdings Co Ltd,IT 서비스 및 컨설팅
3678.T,Media Do Co Ltd,소비자 출판
3679.T,ZIGExN Co Ltd,온라인 서비스
367A.T,Primo Global Holdings Co Ltd,의류 및 액세서리 소매
3680.T,Hotto Link Inc,광고 및 마케팅
3682.T,Encourage Technologies Co Ltd,IT 서비스 및 컨설팅
3683.T,Cyberlinks Co Ltd,IT 서비스 및 컨설팅
3686.T,DLE Inc,엔터테인먼트 제작
3687.T,Fixstars Corp,소프트웨어
368A.T,Kitazato Corp(Shizuoka),"의료 장비, 물품 및 유통"
3690.T,YRGLM Inc,IT 서비스 및 컨설팅
3691.T,Digital Plus Inc,IT 서비스 및 컨설팅
3692.T,FFRI Security Inc,온라인 서비스
3694.T,OPTiM Corp,소프트웨어
3695.T,GMO Product Platform Inc,광고 및 마케팅
3696.T,Ceres Inc,온라인 서비스
3697.T,SHIFT Inc,IT 서비스 및 컨설팅
3698.T,CRI Middleware Co Ltd,IT 서비스 및 컨설팅
369A.T,A-tie Co Ltd,경영 지원 서비스
3708.T,Tokushu Tokai Paper Co Ltd,종이 제품
370A.T,Rebible Co Ltd,"부동산 임대, 개발 및 운영"
3710.T,Jorudan Co Ltd,소프트웨어
3712.T,Information Planning Co Ltd,IT 서비스 및 컨설팅
3719.T,AI Storm Co Ltd,IT 서비스 및 컨설팅
371A.T,DesigNET Inc,IT 서비스 및 컨설팅
3723.T,Nihon Falcom Corp,소프트웨어
3726.T,4Cs HD Co Ltd,기타 전문 소매
3727.T,Aplix Corp,소프트웨어
372A.T,Rent Corp,경영 지원 서비스
3733.T,Software Service Inc,IT 서비스 및 컨설팅
3738.T,T-Gaia Corp,컴퓨터 및 전자 제품 소매
373A.T,LIPPS Co Ltd,개인 생활 필수 용품
3741.T,Systems Engineering Consultants Co Ltd,소프트웨어
3744.T,SIOS Corp,소프트웨어
3747.T,Intertrade Co Ltd,핀테크
374A.T,Higuchi Consulting Co Ltd,IT 서비스 및 컨설팅
3750.T,ADR Biomedical Holdings Inc,생명 공학 및 의학 연구
3753.T,Flight Solutions Inc,IT 서비스 및 컨설팅
3758.T,Aeria Inc,온라인 서비스
375A.T,YAK Holdings Co Ltd,부동산 서비스
3760.T,Cave Interactive Co Ltd,소프트웨어
3762.T,Techmatrix Corp,IT 서비스 및 컨설팅
3763.T,Pro-Ship Inc,소프트웨어
3765.T,GungHo Online Entertainment Inc,온라인 서비스
3766.T,Systems Design Co Ltd,IT 서비스 및 컨설팅
3768.T,Riskmonster.com,IT 서비스 및 컨설팅
3769.T,GMO Payment Gateway Inc,경영 지원 서비스
3771.T,System Research Co Ltd,IT 서비스 및 컨설팅
3772.T,Wealth Management Inc,"부동산 임대, 개발 및 운영"
3773.T,Advanced Media Inc,소프트웨어
3774.T,Internet Initiative Japan Inc,통합 통신 서비스
3776.T,BroadBand Tower Inc,IT 서비스 및 컨설팅
3777.T,Environment Friendly Holdings Corp,경영 지원 서비스
3778.T,Sakura Internet Inc,온라인 서비스
3779.T,J Escom Holdings Inc,광고 및 마케팅
3787.T,Techno Mathematical Co Ltd,소프트웨어
3788.T,GMO GlobalSign Holdings KK,IT 서비스 및 컨설팅
378A.T,Hit Co Ltd,광고 및 마케팅
3791.T,IG Port Inc,엔터테인먼트 제작
3793.T,Drecom Co Ltd,소프트웨어
3796.T,e-Seikatsu Co Ltd,온라인 서비스
3798.T,ULS Group Inc,IT 서비스 및 컨설팅
3799.T,Keyware Solutions Inc,소프트웨어
3800.T,Unirita Inc,소프트웨어
3802.T,Ecomic Co Ltd,고용 서비스
3803.T,Image Information Inc,IT 서비스 및 컨설팅
3804.T,System D Inc,소프트웨어
3807.T,Fisco Ltd,전문 정보 서비스
3810.T,CyberStep Holdings Inc,온라인 서비스
3815.T,Media Kobo Inc,온라인 서비스
3816.T,Daiwa Computer Co Ltd,소프트웨어
3817.T,SRA Holdings Inc,IT 서비스 및 컨설팅
3823.T,The Why How Do Company Inc,IT 서비스 및 컨설팅
3825.T,Remixpoint Inc,전력 유틸리티
3826.T,System Integrator Corp,소프트웨어
3834.T,Asahi Net Inc,통합 통신 서비스
3835.T,eBASE Co Ltd,소프트웨어
3836.T,Avant Group Corp,IT 서비스 및 컨설팅
3837.T,Ad-Sol Nissin Corp,IT 서비스 및 컨설팅
3839.T,ODK Solutions Co Ltd,IT 서비스 및 컨설팅
3840.T,Path Corp,개인 생활 필수 용품
3841.T,Jedat Inc,소프트웨어
3842.T,Nextgen Inc,소프트웨어
3843.T,FreeBit Co Ltd,통합 통신 서비스
3844.T,Comture Corp,IT 서비스 및 컨설팅
3845.T,I-Freek Mobile Inc,소프트웨어
3848.T,Data Applications Co Ltd,IT 서비스 및 컨설팅
3850.T,NTT Data Intramart Corp,소프트웨어
3851.T,Nippon Ichi Software Inc,소프트웨어
3853.T,Asteria Corp,소프트웨어
3854.T,I'LL Inc,IT 서비스 및 컨설팅
3856.T,Abalance Corp,재생 가능 에너지 장비 및 서비스
3857.T,LAC Co Ltd,IT 서비스 및 컨설팅
3858.T,Ubiquitous AI Corp,소프트웨어
385A.T,Yamamoto Trading Co Ltd,특수 화학제
3861.T,Oji Holdings Corp,종이 제품
3863.T,Nippon Paper Industries Co Ltd,종이 제품
3864.T,Mitsubishi Paper Mills Ltd,종이 제품
3865.T,Hokuetsu Corp,종이 제품
386A.T,Minoya Co Ltd,식품 소매 및 유통
3877.T,Chuetsu Pulp & Paper Co Ltd,종이 제품
3878.T,Tomoegawa Corp,상품 화학
387A.T,Fuller Inc,IT 서비스 및 컨설팅
3880.T,Daio Paper Corp,종이 제품
3891.T,Nippon Kodoshi Corp,전자 장비 및 부품
3892.T,Okayama Paper Industries Co Ltd,종이 제품
3895.T,Havix Corp,직물 및 가죽제품
3896.T,Awa Paper & Technological Co Inc,"자동차, 트럭 및 오토바이 부품"
389A.T,Hakko Automation Co Ltd,산업용 기계 및 장비
3900.T,CrowdWorks Inc,IT 서비스 및 컨설팅
3901.T,MarkLines Co Ltd,온라인 서비스
3903.T,gumi Inc,소프트웨어
3904.T,Kayac Inc,IT 서비스 및 컨설팅
3905.T,Datasection Inc,소프트웨어
3907.T,Silicon Studio Corp,IT 서비스 및 컨설팅
3908.T,Collabos Corp,IT 서비스 및 컨설팅
3909.T,Showcase Inc,IT 서비스 및 컨설팅
3910.T,MKSystem Corp,IT 서비스 및 컨설팅
3911.T,Aiming Inc,소프트웨어
3912.T,Mobile Factory Inc,소프트웨어
3913.T,GreenBee Inc,소프트웨어
3914.T,Jig-Saw Inc,IT 서비스 및 컨설팅
3915.T,TerraSky Co Ltd,IT 서비스 및 컨설팅
3916.T,Digital Information Technologies Corp,IT 서비스 및 컨설팅
3917.T,iRidge Inc,소프트웨어
3918.T,PCI Holdings Inc,소프트웨어
3920.T,Internetworking and Broadband Consulting Co Ltd,소프트웨어
3921.T,Neojapan Inc,소프트웨어
3922.T,PR Times Corp,온라인 서비스
3923.T,Rakus Co Ltd,소프트웨어
3925.T,Double Standard Inc,경영 지원 서비스
3926.T,Open Door Inc,온라인 서비스
3927.T,Fuva Brain Ltd,소프트웨어
3928.T,Mynet Inc,온라인 서비스
3929.T,Socialwire Co Ltd,광고 및 마케팅
3930.T,Hatena Co Ltd,온라인 서비스
3931.T,Value Golf Inc,여가 및 오락시설
3932.T,Akatsuki Inc,온라인 서비스
3933.T,CHIeru Co Ltd,소프트웨어
3934.T,Benefit Japan Co Ltd,통합 통신 서비스
3935.T,Edia Co Ltd,온라인 서비스
3936.T,Globalway Inc,IT 서비스 및 컨설팅
3937.T,Ubicom Holdings Inc,IT 서비스 및 컨설팅
3939.T,Kanamic Network Co Ltd,의료 시설 및 서비스
393A.T,RitaX Inc,건설 및 엔지니어링
3940.T,Nomura System Corporation Co Ltd,IT 서비스 및 컨설팅
3941.T,Rengo Co Ltd,종이 포장재
3943.T,Ohishi Sangyo Co Ltd,종이 포장재
3944.T,Furubayashi Shiko Co Ltd,종이 포장재
3945.T,Superbag Co Ltd,종이 포장재
3946.T,Tomoku Co Ltd,종이 포장재
3947.T,Dynapac Co Ltd,종이 포장재
3948.T,Hikari Business Form Co Ltd,상업 인쇄 서비스
3950.T,Pack Corp,종이 포장재
3951.T,Asahi Printing Co Ltd,종이 포장재
3953.T,Ohmura Shigyo Co Ltd,종이 포장재
3954.T,Showa Paxxs Corp,용기(종이 제외) 및 포장재
3955.T,IMURA & Co Ltd,종이 제품
3958.T,Sasatoku Printing Co Ltd,상업 인쇄 서비스
3962.T,Change Holdings Inc,IT 서비스 및 컨설팅
3963.T,Synchro Food Co Ltd,온라인 서비스
3964.T,Aucnet Inc,온라인 서비스
3965.T,Capital Asset Planning Inc,핀테크
3967.T,Eltes Co Ltd,경영 지원 서비스
3968.T,Segue Group Co Ltd,IT 서비스 및 컨설팅
3969.T,Atled Corp,소프트웨어
3970.T,Innovation Inc,온라인 서비스
3974.T,SCAT Inc,소프트웨어
3976.T,Shanon Inc,IT 서비스 및 컨설팅
3979.T,Uluru Co Ltd,온라인 서비스
3981.T,Beaglee Inc,온라인 서비스
3983.T,Oro Co Ltd,IT 서비스 및 컨설팅
3984.T,User Local Inc,IT 서비스 및 컨설팅
3985.T,Temona Inc,온라인 서비스
3986.T,bBreak Systems Co Ltd,IT 서비스 및 컨설팅
3987.T,Ecomott Inc,IT 서비스 및 컨설팅
3988.T,SYS Holdings Co Ltd,소프트웨어
3989.T,Sharingtechnology Inc,온라인 서비스
398A.T,Real Quality Co Ltd,"호텔, 모텔 및 크루즈 라인"
3991.T,Wantedly Inc,온라인 서비스
3992.T,Needs Well Inc,소프트웨어
3993.T,PKSHA Technology Inc,소프트웨어
3994.T,Money Forward Inc,소프트웨어
3996.T,Signpost Corp,IT 서비스 및 컨설팅
3997.T,Trade Works Co Ltd,소프트웨어
3998.T,SuRaLa Net Co Ltd,전문 정보 서비스
4004.T,Resonac Holdings Corp,상품 화학
4005.T,Sumitomo Chemical Co Ltd,다각적 화학 산업
4008.T,Sumitomo Seika Chemicals Co Ltd,상품 화학
4011.T,Headwaters Co Ltd,IT 서비스 및 컨설팅
4012.T,Axis Co Ltd,소프트웨어
4013.T,Kinjiro Co Ltd,소프트웨어
4014.T,Karadanote Inc,소프트웨어
4015.T,Paycloud Holdings Inc,온라인 서비스
4016.T,MIT Holdings Co Ltd,IT 서비스 및 컨설팅
4017.T,Creema Ltd,백화점
4019.T,Stmn Inc,경영 지원 서비스
401A.T,Kasumigaseki Hotel REIT Investment Corp,특수 REITs
4020.T,Betrend Corp,소프트웨어
4021.T,Nissan Chemical Corp,다각적 화학 산업
4022.T,Rasa Industries Ltd,상품 화학
4023.T,Kureha Corp,상품 화학
4025.T,Taki Chemical Co Ltd,농화학제
4026.T,Konoshima Chemical Co Ltd,건설 자재 및 비품
4027.T,Tayca Corp,상품 화학
4028.T,Ishihara Sangyo Kaisha Ltd,다각적 화학 산업
402A.T,Axelspace Holdings Corp,항공우주 및 방위
4031.T,Katakura & Co-op Agri Corp,농화학제
403A.T,Hojogumi Co Ltd,건설 및 엔지니어링
4040.T,Nankai Chemical Co Ltd,다각적 화학 산업
4041.T,Nippon Soda Co Ltd,다각적 화학 산업
4042.T,Tosoh Corp,다각적 화학 산업
4043.T,Tokuyama Corp,상품 화학
4044.T,Central Glass Co Ltd,다각적 화학 산업
4045.T,Toagosei Co Ltd,상품 화학
4046.T,Osaka Soda Co Ltd,상품 화학
4047.T,Kanto Denka Kogyo Co Ltd,상품 화학
4051.T,GMO Financial Gate Inc,경영 지원 서비스
4052.T,Ficha Inc,소프트웨어
4053.T,Sun* Inc,IT 서비스 및 컨설팅
4054.T,Japan PropTech Co Ltd,소프트웨어
4055.T,T&S Group Inc,IT 서비스 및 컨설팅
4056.T,Neural Group Inc,IT 서비스 및 컨설팅
4057.T,Interfactory Inc,소프트웨어
4058.T,Toyokumo Inc,IT 서비스 및 컨설팅
4059.T,Magmag Inc,광고 및 마케팅
405A.T,Koyama Miraie Co Ltd,"자동차 차량, 부품 및 서비스 소매"
4060.T,Rakumo Inc,IT 서비스 및 컨설팅
4061.T,Denka Co Ltd,상품 화학
4062.T,Ibiden Co Ltd,반도체
4063.T,Shin-Etsu Chemical Co Ltd,다각적 화학 산업
4064.T,Nippon Carbide Industries Co Inc,상품 화학
4068.T,Basis Corp,건설 및 엔지니어링
4069.T,BlueMeme Inc,IT 서비스 및 컨설팅
406A.T,Kankyou No Mikata Holdings Inc,환경 서비스 및 장비
4071.T,Plus Alpha Consulting Co Ltd,IT 서비스 및 컨설팅
4072.T,Densan System Holdings Co Ltd,IT 서비스 및 컨설팅
4073.T,Global Communication Planning Co Ltd,IT 서비스 및 컨설팅
4074.T,LaKeel Inc,IT 서비스 및 컨설팅
4075.T,Brains Technology Inc,IT 서비스 및 컨설팅
4076.T,CNS Co Ltd,IT 서비스 및 컨설팅
4078.T,Sakai Chemical Industry Co Ltd,상품 화학
407A.T,Unicon Holdings Co Ltd,건설 및 엔지니어링
4082.T,Daiichi Kigenso Kagaku Kogyo Co Ltd,상품 화학
4088.T,Air Water Inc,상품 화학
4091.T,Nippon Sanso Holdings Corp,상품 화학
4092.T,Nippon Chemical Industrial Co Ltd,상품 화학
4093.T,Toho Acetylene Co Ltd,상품 화학
4094.T,Nihon Kagaku Sangyo Co Ltd,특수 화학제
4095.T,Nihon Parkerizing Co Ltd,상품 화학
4097.T,Koatsu Gas Kogyo Co Ltd,상품 화학
4098.T,Titan Kogyo Ltd,상품 화학
4099.T,Shikoku Kasei Holdings Corp,상품 화학
409A.T,Orion Breweries Ltd,양조업
4100.T,Toda Kogyo Corp,특수 화학제
4102.T,Maruo Calcium Co Ltd,상품 화학
4107.T,Ise Chemicals Corp,상품 화학
4109.T,Stella Chemifa Corp,특수 화학제
410A.T,GMO Commerce Inc,소프트웨어
4112.T,Hodogaya Chemical Co Ltd,특수 화학제
4113.T,Taoka Chemical Co Ltd,다각적 화학 산업
4114.T,Nippon Shokubai Co Ltd,상품 화학
4116.T,Dainichiseika Color & Chemicals MFG Co Ltd,특수 화학제
4118.T,Kaneka Corp,다각적 화학 산업
4119.T,Nippon Pigment Holdings Co Ltd,특수 화학제
411A.T,Nippon Maritime Bank Co Ltd,"금융, 상품 시장 운영 및 서비스 제공"
4120.T,Sugai Chemical Industry Co Ltd,다각적 화학 산업
4124.T,Osaka Yuka Industry Ltd,다각적 화학 산업
4125.T,Sanwayuka Industry Corp,상품 화학
414A.T,Overlap Holdings Inc,소비자 출판
4151.T,Kyowa Kirin Co Ltd,제약
415A.T,GMO TECH Holdings Inc,광고 및 마케팅
4165.T,Plaid Inc,IT 서비스 및 컨설팅
4166.T,Cacco Inc,IT 서비스 및 컨설팅
4167.T,Kokopelli Inc,소프트웨어
4168.T,Yappli Inc,IT 서비스 및 컨설팅
4169.T,ENECHANGE Ltd,IT 서비스 및 컨설팅
416A.T,Fuji United Holdings Co Ltd,"오일, 가스 정제 및 마케팅"
4170.T,Kaizen Platform Inc,IT 서비스 및 컨설팅
4171.T,Global Information Inc,광고 및 마케팅
4172.T,Hi-Crates Co Ltd,소프트웨어
4174.T,Appirits Inc,온라인 서비스
4175.T,Coly Inc,온라인 서비스
4176.T,coconala Inc,온라인 서비스
4177.T,I-Plug Inc,고용 서비스
4178.T,Sharing Innovations Inc,IT 서비스 및 컨설팅
4179.T,G-Next Inc,소프트웨어
417A.T,Blue Zones Holdings Co Ltd,식품 소매 및 유통
4180.T,Appier Group Inc,IT 서비스 및 컨설팅
4182.T,Mitsubishi Gas Chemical Co Inc,상품 화학
4183.T,Mitsui Chemicals Inc,상품 화학
4186.T,Tokyo Ohka Kogyo Co Ltd,특수 화학제
4187.T,Osaka Organic Chemical Industry Ltd,상품 화학
4188.T,Mitsubishi Chemical Group Corp,다각적 화학 산업
4189.T,KH Neochem Co Ltd,상품 화학
4192.T,SpiderPlus & Co,소프트웨어
4193.T,Fabrica Holdings Co Ltd,소프트웨어
4194.T,Visional Inc,고용 서비스
4196.T,Neo Marketing Inc,광고 및 마케팅
4197.T,Asmarq Co Ltd,광고 및 마케팅
4198.T,Tenda Co Ltd,IT 서비스 및 컨설팅
4199.T,Wonderplanet Inc,소프트웨어
419A.T,Runglobe Inc,"자동차 차량, 부품 및 서비스 소매"
4202.T,Daicel Corp,상품 화학
4203.T,Sumitomo Bakelite Co Ltd,상품 화학
4204.T,Sekisui Chemical Co Ltd,주택 건설
4205.T,Zeon Corp,상품 화학
4206.T,Aica Kogyo Co Ltd,특수 화학제
4208.T,UBE Corp,다각적 화학 산업
4212.T,Sekisui Jushi Corp,건설 자재 및 비품
4216.T,Asahi Yukizai Corp,상품 화학
4218.T,Nichiban Co Ltd,비즈니스 지원 용품
421A.T,Movin' Strategic Career Co Ltd,고용 서비스
4220.T,Riken Technos Corp,상품 화학
4221.T,Okura Industrial Co Ltd,상품 화학
4222.T,Kodama Chemical Industry Co Ltd,"자동차, 트럭 및 오토바이 부품"
4224.T,Lonseal Corp,건설 자재 및 비품
4228.T,Sekisui Kasei Co Ltd,상품 화학
4229.T,Gun Ei Chemical Industry Co Ltd,특수 화학제
422A.T,tane Creative Co Ltd,IT 서비스 및 컨설팅
4231.T,Tigers Polymer Corp,타이어 및 고무 제품
4234.T,Sun A. Kaken Co Ltd,용기(종이 제외) 및 포장재
4235.T,Ultrafabrics Holdings Co Ltd,직물 및 가죽제품
4237.T,Fujipream Corp,전자 장비 및 부품
4238.T,Miraial Co Ltd,용기(종이 제외) 및 포장재
423A.T,Lion Office Products Corp,비즈니스 지원 용품
4240.T,Cluster Technology Co Ltd,전자 장비 및 부품
4241.T,Atect Corp,"의료 장비, 물품 및 유통"
4242.T,Takagi Seiko Corp,"자동차, 트럭 및 오토바이 부품"
4243.T,Nix Inc,상품 화학
4245.T,Daiki Axis Co Ltd,환경 서비스 및 장비
4246.T,DaikyoNishikawa Corp,"자동차, 트럭 및 오토바이 부품"
4247.T,Poval Kogyo Co Ltd,타이어 및 고무 제품
4248.T,Takemoto Yohki Co Ltd,용기(종이 제외) 및 포장재
4249.T,Moriroku Co Ltd,상품 화학
4251.T,Keiwa Inc,상품 화학
4255.T,Thecoo Inc,광고 및 마케팅
4256.T,CYND Co Ltd,IT 서비스 및 컨설팅
4258.T,Amiya Corp,소프트웨어
4259.T,ExaWizards Inc,IT 서비스 및 컨설팅
4260.T,Hybrid Technologies Co Ltd,소프트웨어
4261.T,AsiaQuest Co Ltd,IT 서비스 및 컨설팅
4262.T,NIFTY Lifestyle Co Ltd,온라인 서비스
4263.T,Susmed Inc,IT 서비스 및 컨설팅
4264.T,SECURE Inc,IT 서비스 및 컨설팅
4265.T,Institution For A Global Society Corp,소프트웨어
4270.T,BeeX Inc,IT 서비스 및 컨설팅
4272.T,Nippon Kayaku Co Ltd,다각적 화학 산업
4274.T,Hosoya Pyro-Engineering Co Ltd,상품 화학
4275.T,Carlit Co Ltd,상품 화학
4284.T,Solxyz Co Ltd,IT 서비스 및 컨설팅
4286.T,CL Holdings Inc,광고 및 마케팅
4287.T,Justplanning Inc,IT 서비스 및 컨설팅
4288.T,Asgent Inc,IT 서비스 및 컨설팅
428A.T,Cypress Holdings Co Ltd,레스토랑 및 바
4290.T,Prestige International Inc,경영 지원 서비스
4293.T,Septeni Holdings Co Ltd,광고 및 마케팅
4299.T,Himacs Ltd,IT 서비스 및 컨설팅
429A.T,Tekscend Photomask Corp,반도체
4301.T,Amuse Inc,엔터테인먼트 제작
4307.T,Nomura Research Institute Ltd,IT 서비스 및 컨설팅
4308.T,J-Stream Inc,온라인 서비스
430A.T,Next Hands Co Ltd,IT 서비스 및 컨설팅
4310.T,Dream Incubator Inc,경영 지원 서비스
4316.T,Bemap Inc,통합 통신 서비스
4317.T,Ray Corp,광고 및 마케팅
4318.T,Quick Co Ltd,고용 서비스
431A.T,uSonar Co Ltd,소프트웨어
4320.T,CE Holdings Co Ltd,소프트웨어
4323.T,Japan System Techniques Co Ltd,소프트웨어
4324.T,Dentsu Group Inc,광고 및 마케팅
4326.T,Intage Holdings Inc,광고 및 마케팅
432A.T,Cliniphar Ltd,제약
4331.T,Take And Give Needs Co Ltd,개인 서비스
4334.T,Yuke's Co Ltd,엔터테인먼트 제작
4335.T,IPS Holdings Co Ltd,소프트웨어
4337.T,Pia Corp,여가 및 오락시설
433A.T,MJE Inc,IT 서비스 및 컨설팅
4341.T,Seiryo Electric Corp,통신 및 네트워킹
4343.T,Aeon Fantasy Co Ltd,여가 및 오락시설
4344.T,Sourcenext Corp,소프트웨어
4345.T,CTS Co Ltd,경영 지원 서비스
4346.T,NEXYZ.Group Corp,전기 부품 및 장비
4347.T,Broadmedia Corp,방송
434A.T,Looplace Inc,"부동산 임대, 개발 및 운영"
4350.T,Medical System Network Co Ltd,의약품 소매
4351.T,Yamada Servicer Synthetic Office,기업 금융 서비스
4356.T,Applied Technology Co Ltd,IT 서비스 및 컨설팅
4360.T,MANAC Chemical Partners Co Ltd,다각적 화학 산업
4361.T,Kawaguchi Chemical Industry Co Ltd,상품 화학
4362.T,Nippon Fine Chemical Co Ltd,특수 화학제
4365.T,Matsumoto Yushi-Seiyaku Co Ltd,상품 화학
4366.T,Daito Chemix Corp,다각적 화학 산업
4367.T,Koei Chemical Co Ltd,다각적 화학 산업
4368.T,Fuso Chemical Co Ltd,상품 화학
4369.T,Tri Chemical Laboratories Inc,특수 화학제
436A.T,CyberSolutions Inc,소프트웨어
4370.T,Mobilus Corp,IT 서비스 및 컨설팅
4371.T,Core Concept Technologies Inc,IT 서비스 및 컨설팅
4372.T,Ymirlink Inc,IT 서비스 및 컨설팅
4373.T,Simplex Holdings Inc,IT 서비스 및 컨설팅
4374.T,Robot Payment Inc,경영 지원 서비스
4375.T,Safie Inc,소프트웨어
4376.T,Kufu Company Holdings Inc,광고 및 마케팅
4377.T,One Career Inc,온라인 서비스
4378.T,CINC Corp,경영 지원 서비스
4379.T,Photosynth Inc,경영 지원 서비스
437A.T,Jwave Co Ltd,고용 서비스
4380.T,M-mart Inc,온라인 서비스
4381.T,Bplats Inc,IT 서비스 및 컨설팅
4382.T,HEROZ Inc,소프트웨어
4385.T,Mercari Inc,온라인 서비스
4386.T,SIG Group Co Ltd,IT 서비스 및 컨설팅
4387.T,ZUU Co Ltd,핀테크
4388.T,AI Inc,소프트웨어
4389.T,Property Data Bank Inc,소프트웨어
438A.T,Infcurion Inc,핀테크
4390.T,IPS Inc,통합 통신 서비스
4391.T,Logizard Co Ltd,온라인 서비스
4392.T,Future Innovation Group Inc,산업용 기계 및 장비
4393.T,Bank of Innovation Inc,소프트웨어
4394.T,eXmotion Co Ltd,IT 서비스 및 컨설팅
4395.T,Accrete Inc,경영 지원 서비스
4396.T,System Support Holdings Inc,IT 서비스 및 컨설팅
4397.T,TeamSpirit Inc,소프트웨어
4398.T,BroadBand Security Inc,온라인 서비스
439A.T,ACTBE Inc,IT 서비스 및 컨설팅
4401.T,Adeka Corp,상품 화학
4403.T,NOF Corp,상품 화학
4404.T,Miyoshi Oil & Fat Co Ltd,식품 가공
4406.T,New Japan Chemical Co Ltd,상품 화학
4409.T,Toho Chemical Industry Co Ltd,특수 화학제
4410.T,Harima Chemicals Group Inc,상품 화학
4412.T,Science Arts Inc,IT 서비스 및 컨설팅
4413.T,Baudroie Inc,IT 서비스 및 컨설팅
4414.T,Flect Co Ltd,소프트웨어
4415.T,Broad Enterprise Co Ltd,통신 및 네트워킹
4416.T,True Data Inc,온라인 서비스
4417.T,Global Security Experts Inc,IT 서비스 및 컨설팅
4418.T,Japan Data Science Consortium Co Ltd,IT 서비스 및 컨설팅
4419.T,Finatext Holdings Ltd,IT 서비스 및 컨설팅
441A.T,NE Inc,소프트웨어
4420.T,eSOL Co Ltd,소프트웨어
4421.T,D I System Co Ltd,소프트웨어
4422.T,Valuenex Japan Inc,경영 지원 서비스
4424.T,Amazia Inc,소프트웨어
4425.T,Kudan Inc,소프트웨어
4426.T,Passlogy Co Ltd,소프트웨어
4427.T,Edulab  Inc,IT 서비스 및 컨설팅
4428.T,Sinops Inc,소프트웨어
4429.T,Ricksoft Co Ltd,IT 서비스 및 컨설팅
442A.T,Classico Inc,의류 및 액세서리
4430.T,Tokai Soft Co Ltd,소프트웨어
4431.T,Smaregi Inc,소프트웨어
4432.T,WingArc1st Inc,소프트웨어
4433.T,Hito Communications Holdings Inc,고용 서비스
4434.T,Serverworks Co Ltd,IT 서비스 및 컨설팅
4436.T,Minkabu The Infonoid Inc,광고 및 마케팅
4437.T,Gooddays Holdings Inc,IT 서비스 및 컨설팅
4438.T,Welby Inc,소프트웨어
4439.T,Toumei Co Ltd,통신 및 네트워킹
4440.T,Witz Corp,소프트웨어
4441.T,Tobila Systems Inc,IT 서비스 및 컨설팅
4442.T,Valtes Holdings Co Ltd,IT 서비스 및 컨설팅
4443.T,Sansan Inc,IT 서비스 및 컨설팅
4444.T,InfoNet Inc,온라인 서비스
