Symbol,Name,Industry
2390.TW,云辰,31
2392.TW,正崴,28
2393.TW,億光,26
2395.TW,研華,25
2397.TW,友通,25
2399.TW,映泰,25
2401.TW,凌陽,24
2402.TW,毅嘉,28
2404.TW,漢唐,31
2405.TW,輔信,25
2406.TW,國碩,26
2408.TW,南亞科,24
2409.TW,友達,26
2412.TW,中華電,27
2413.TW,環科,28
2414.TW,精技,29
2415.TW,錩新,28
2417.TW,圓剛,25
2419.TW,仲琦,27
2420.TW,新巨,28
2421.TW,建準,28
2423.TW,固緯,31
2424.TW,隴華,27
2425.TW,承啟,25
2426.TW,鼎元,26
2427.TW,三商電,30
2428.TW,興勤,28
2429.TW,銘旺科,26
2430.TW,燦坤,29
2431.TW,聯昌,28
2432.TW,倚天酷碁-創,25
2433.TW,互盛電,31
2434.TW,統懋,24
2436.TW,偉詮電,24
2438.TW,翔耀,26
2439.TW,美律,27
2440.TW,太空梭,28
2441.TW,超豐,24
2442.TW,新美齊,14
2444.TW,兆勁,27
2449.TW,京元電子,24
2450.TW,神腦,27
2451.TW,創見,24
2453.TW,凌群,30
2454.TW,聯發科,24
2455.TW,全新,27
2457.TW,飛宏,28
2458.TW,義隆,24
2459.TW,敦吉,31
2460.TW,建通,28
2461.TW,光群雷,31
2462.TW,良得電,28
2464.TW,盟立,31
2465.TW,麗臺,25
2466.TW,冠西電,26
2467.TW,志聖,28
2468.TW,華經,30
2471.TW,資通,30
2472.TW,立隆電,28
2474.TW,可成,31
2476.TW,鉅祥,28
2477.TW,美隆電,31
2478.TW,大毅,28
2480.TW,敦陽科,30
2481.TW,強茂,24
2482.TW,連宇,31
2483.TW,百容,28
2484.TW,希華,28
2485.TW,兆赫,27
2486.TW,一詮,26
2488.TW,漢平,31
2489.TW,瑞軒,26
2491.TW,吉祥全,26
2492.TW,華新科,28
2493.TW,揚博,28
2495.TW,普安,25
2496.TW,卓越,20
2497.TW,怡利電,12
2498.TW,宏達電,27
2501.TW,國建,14
2504.TW,國產,14
2505.TW,國揚,14
2506.TW,太設,14
2509.TW,全坤建,14
2511.TW,太子,14
2514.TW,龍邦,20
2515.TW,中工,14
2516.TW,新建,14
2520.TW,冠德,14
2524.TW,京城,14
2527.TW,宏璟,14
2528.TW,皇普,14
2530.TW,華建,14
2534.TW,宏盛,14
2535.TW,達欣工,14
2536.TW,宏普,14
2537.TW,聯上發,14
2538.TW,基泰,14
2539.TW,櫻花建,14
2540.TW,愛山林,14
2542.TW,興富發,14
2543.TW,皇昌,14
2545.TW,皇翔,14
2546.TW,根基,14
2547.TW,日勝生,14
2548.TW,華固,14
2597.TW,潤弘,14
2601.TW,益航,15
2603.TW,長榮,15
2605.TW,新興,15
2606.TW,裕民,15
2607.TW,榮運,15
2608.TW,嘉里大榮,15
2609.TW,陽明,15
2610.TW,華航,15
2611.TW,志信,15
2612.TW,中航,15
2613.TW,中櫃,15
2614.TW,東森,20
2615.TW,萬海,15
2616.TW,山隆,23
2617.TW,台航,15
2618.TW,長榮航,15
2630.TW,亞航,15
2633.TW,台灣高鐵,15
2634.TW,漢翔,15
2636.TW,台驊控股,15
2637.TW,慧洋-KY,15
2642.TW,宅配通,15
2645.TW,長榮航太,15
2646.TW,星宇航空,15
2701.TW,萬企,16
2702.TW,華園,16
2704.TW,國賓,16
2705.TW,六福,16
2706.TW,第一店,16
2707.TW,晶華,16
2712.TW,遠雄來,16
2722.TW,夏都,16
2723.TW,美食-KY,16
2727.TW,王品,16
2731.TW,雄獅,16
2739.TW,寒舍,16
2748.TW,雲品,16
2753.TW,八方雲集,16
2762.TW,世界健身-KY,37
2801.TW,彰銀,17
2812.TW,台中銀,17
2816.TW,旺旺保,17
2820.TW,華票,17
2832.TW,台產,17
2834.TW,臺企銀,17
2836.TW,高雄銀,17
2838.TW,聯邦銀,17
2845.TW,遠東銀,17
2849.TW,安泰銀,17
2850.TW,新產,17
2851.TW,中再保,17
2852.TW,第一保,17
2855.TW,統一證,17
2867.TW,三商壽,17
2880.TW,華南金,17
2881.TW,富邦金,17
2882.TW,國泰金,17
2883.TW,凱基金,17
2884.TW,玉山金,17
2885.TW,元大金,17
2886.TW,兆豐金,17
2887.TW,台新新光金,17
2889.TW,國票金,17
2890.TW,永豐金,17
2891.TW,中信金,17
2892.TW,第一金,17
2897.TW,王道銀行,17
2901.TW,欣欣,18
2903.TW,遠百,18
2904.TW,匯僑,20
2905.TW,三商,18
2906.TW,高林,18
2908.TW,特力,18
2910.TW,統領,18
2911.TW,麗嬰房,18
2912.TW,統一超,18
2913.TW,農林,18
2915.TW,潤泰全,18
2923.TW,鼎固-KY,14
2929.TW,淘帝-KY,18
2939.TW,永邑-KY,18
2945.TW,三商家購,18
3002.TW,歐格,25
3003.TW,健和興,28
3004.TW,豐達科,10
3005.TW,神基,25
3006.TW,晶豪科,24
3008.TW,大立光,26
3010.TW,華立,29
3011.TW,今皓,28
3013.TW,晟銘電,25
3014.TW,聯陽,24
3015.TW,全漢,28
3016.TW,嘉晶,24
3017.TW,奇鋐,25
3018.TW,隆銘綠能,31
3019.TW,亞光,26
3021.TW,鴻名,28
3022.TW,威強電,25
3023.TW,信邦,28
3024.TW,憶聲,26
3025.TW,星通,27
3026.TW,禾伸堂,28
3027.TW,盛達,27
3028.TW,增你強,29
3029.TW,零壹,30
3030.TW,德律,31
3031.TW,佰鴻,26
3032.TW,偉訓,28
3033.TW,威健,29
3034.TW,聯詠,24
3035.TW,智原,24
3036.TW,文曄,29
3037.TW,欣興,28
3038.TW,全台,26
3040.TW,遠見,20
3041.TW,揚智,24
3042.TW,晶技,28
3043.TW,科風,31
3044.TW,健鼎,28
3045.TW,台灣大,27
3046.TW,建碁,25
3047.TW,訊舟,27
3048.TW,益登,29
3049.TW,精金,26
3050.TW,鈺德,26
3051.TW,力特,26
3052.TW,夆典,14
3054.TW,立萬利,02
3055.TW,蔚華科,29
3056.TW,富華新,14
3057.TW,喬鼎,25
3058.TW,立德,28
3059.TW,華晶科,26
3060.TW,銘異,25
3062.TW,建漢,27
3090.TW,日電貿,28
3092.TW,鴻碩,28
3094.TW,聯傑,24
3130.TW,一零四,36
3135.TW,凌航,24
3138.TW,耀登,27
3149.TW,正達,26
3150.TW,鈺寶-創,24
3164.TW,景岳,22
3167.TW,大量,05
3168.TW,眾福科,26
3189.TW,景碩,24
3209.TW,全科,29
3229.TW,晟鈦,28
3231.TW,緯創,25
3257.TW,虹冠電,24
3266.TW,昇陽,14
3296.TW,勝德,28
3305.TW,昇貿,31
3308.TW,聯德,28
3311.TW,閎暉,27
3312.TW,弘憶股,29
3321.TW,同泰,28
3338.TW,泰碩,28
3346.TW,麗清,12
3356.TW,奇偶,26
3376.TW,新日興,28
3380.TW,明泰,27
3406.TW,玉晶光,26
3413.TW,京鼎,24
3416.TW,融程電,25
3419.TW,譁裕,27
3432.TW,台端,28
3437.TW,榮創,26
3443.TW,創意,24
3447.TW,展達,27
3450.TW,聯鈞,24
3481.TW,群創,26
3494.TW,誠研,25
3501.TW,維熹,28
3504.TW,揚明光,26
3515.TW,華擎,25
3518.TW,柏騰,31
3528.TW,安馳,29
3530.TW,晶相光,24
3532.TW,台勝科,24
3533.TW,嘉澤,28
3535.TW,晶彩科,26
3543.TW,州巧,26
3545.TW,敦泰,24
3550.TW,聯穎,28
3557.TW,嘉威,38
3563.TW,牧德,26
3576.TW,聯合再生,26
3583.TW,辛耘,24
3588.TW,通嘉,24
3591.TW,艾笛森,26
3592.TW,瑞鼎,24
3593.TW,力銘,28
3596.TW,智易,27
3605.TW,宏致,28
3607.TW,谷崧,28
3617.TW,碩天,31
3622.TW,洋華,26
3645.TW,達邁,28
3652.TW,精聯,25
3653.TW,健策,28
3661.TW,世芯-KY,24
3665.TW,貿聯-KY,31
3669.TW,圓展,27
3673.TW,TPK-KY,26
3679.TW,新至陞,28
3686.TW,達能,24
3694.TW,海華,27
3701.TW,大眾控,25
3702.TW,大聯大,29
3703.TW,欣陸,14
3704.TW,合勤控,27
3705.TW,永信,22
3706.TW,神達,25
3708.TW,上緯投控,35
3711.TW,日月光投控,24
3712.TW,永崴投控,25
3714.TW,富采,26
3715.TW,定穎投控,28
3716.TW,中化控股,22
3717.TW,聯嘉投控,12
4104.TW,佳醫,22
4106.TW,雃博,22
4108.TW,懷特,22
4119.TW,旭富,22
4133.TW,亞諾法,22
4137.TW,麗豐-KY,22
4142.TW,國光生,22
4148.TW,全宇生技-KY,22
4155.TW,訊映,22
4164.TW,承業醫,22
4169.TW,泰宗,22
4178.TW,永笙-KY,22
4190.TW,佐登-KY,22
4195.TW,基米-創,22
4306.TW,炎洲,03
4414.TW,如興,04
4426.TW,利勤,04
4438.TW,廣越,04
4439.TW,冠星-KY,04
4440.TW,宜新實業,04
4441.TW,振大環球,04
4526.TW,東台,05
4532.TW,瑞智,05
4536.TW,拓凱,37
4540.TW,全球傳動,05
4545.TW,銘鈺,28
4551.TW,智伸科,12
4552.TW,力達-KY,05
4555.TW,氣立,05
4557.TW,永新-KY,12
4560.TW,強信-KY,05
4562.TW,穎漢,05
4564.TW,元翎,05
4566.TW,時碩工業,05
4569.TW,六方科-KY,12
4571.TW,鈞興-KY,05
4572.TW,駐龍,05
4576.TW,大銀微系統,05
4581.TW,光隆精密-KY,12
4582.TW,聚恆-創,35
4583.TW,台灣精銳,05
4585.TW,達明,31
4588.TW,玖鼎電力,31
4590.TW,富田-創,05
4720.TW,德淵,21
4722.TW,國精化,21
4736.TW,泰博,22
4737.TW,華廣,22
4739.TW,康普,21
4746.TW,台耀,22
4755.TW,三福化,21
4763.TW,材料*-KY,21
4764.TW,雙鍵,21
4766.TW,南寶,21
4770.TW,上品,21
4771.TW,望隼,22
4807.TW,日成-KY,18
4904.TW,遠傳,27
4906.TW,正文,27
4912.TW,聯德控股-KY,28
4915.TW,致伸,28
4916.TW,事欣科,25
4919.TW,新唐,24
4927.TW,泰鼎-KY,28
4930.TW,燦星網,06
4934.TW,太極,26
4935.TW,茂林-KY,26
4938.TW,和碩,25
4942.TW,嘉彰,26
4943.TW,康控-KY,28
4949.TW,有成精密,26
4952.TW,凌通,24
4956.TW,光鋐,26
4958.TW,臻鼎-KY,28
4960.TW,誠美材,26
4961.TW,天鈺,24
4967.TW,十銓,24
4968.TW,立積,24
4976.TW,佳凌,26
4977.TW,眾達-KY,27
4989.TW,榮科,28
4994.TW,傳奇,30
4999.TW,鑫禾,28
5007.TW,三星,10
5203.TW,訊連,30
5215.TW,科嘉-KY,25
5222.TW,全訊,24
5225.TW,東科-KY,31
5234.TW,達興材料,26
5236.TW,凌陽創新,24
5243.TW,乙盛-KY,26
5244.TW,弘凱,26
5258.TW,虹堡,25
5269.TW,祥碩,24
5283.TW,禾聯碩,06
5284.TW,jpp-KY,20
5285.TW,界霖,24
5288.TW,豐祥-KY,05
5292.TW,華懋,35
5306.TW,桂盟,37
5388.TW,中磊,27
5434.TW,崇越,29
5469.TW,瀚宇博,28
5471.TW,松翰,24
5484.TW,慧友,26
5515.TW,建國,14
5519.TW,隆大,14
5521.TW,工信,14
5522.TW,遠雄,14
5525.TW,順天,14
5531.TW,鄉林,14
5533.TW,皇鼎,14
5534.TW,長虹,14
5538.TW,東明-KY,10
5546.TW,永固-KY,14
5607.TW,遠雄港,15
5608.TW,四維航,15
5706.TW,鳳凰,16
5871.TW,中租-KY,20
5876.TW,上海商銀,17
5880.TW,合庫金,17
5906.TW,台南-KY,18
5907.TW,大洋-KY,18
6005.TW,群益證,17
6024.TW,群益期,17
6108.TW,競國,28
6112.TW,邁達特,30
6115.TW,鎰勝,28
6116.TW,彩晶,26
6117.TW,迎廣,25
6120.TW,達運,26
6128.TW,上福,25
6133.TW,金橋,28
6136.TW,富爾特,27
6139.TW,亞翔,31
6141.TW,柏承,28
6142.TW,友勁,27
6152.TW,百一,27
6153.TW,嘉聯益,28
6155.TW,鈞寶,28
6164.TW,華興,26
6165.TW,浪凡,36
6166.TW,凌華,25
6168.TW,宏齊,26
6176.TW,瑞儀,26
6177.TW,達麗,14
6183.TW,關貿,30
6184.TW,大豐電,20
6189.TW,豐藝,29
6191.TW,精成科,28
6192.TW,巨路,31
6196.TW,帆宣,31
6197.TW,佳必琪,28
6201.TW,亞弘電,31
6202.TW,盛群,24
6205.TW,詮欣,28
6206.TW,飛捷,25
6209.TW,今國光,26
6213.TW,聯茂,28
6214.TW,精誠,30
6215.TW,和椿,31
6216.TW,居易,27
6224.TW,聚鼎,28
6225.TW,天瀚,26
6226.TW,光鼎,26
6230.TW,尼得科超眾,25
6235.TW,華孚,25
6239.TW,力成,24
6243.TW,迅杰,24
6257.TW,矽格,24
6269.TW,台郡,28
6271.TW,同欣電,24
6272.TW,驊陞,28
6277.TW,宏正,25
6278.TW,台表科,26
6281.TW,全國電,29
6282.TW,康舒,28
6283.TW,淳安,31
6285.TW,啟碁,27
6405.TW,悅城,26
6409.TW,旭隼,31
6412.TW,群電,28
6414.TW,樺漢,25
6415.TW,矽力*-KY,24
6416.TW,瑞祺電通,27
6426.TW,統新,27
6431.TW,光麗-KY,22
6438.TW,迅得,31
6442.TW,光聖,27
6443.TW,元晶,26
6446.TW,藥華藥,22
6449.TW,鈺邦,28
6451.TW,訊芯-KY,24
6456.TW,GIS-KY,26
6464.TW,台數科,20
6472.TW,保瑞,22
6477.TW,安集,26
6491.TW,晶碩,22
6504.TW,南六,20
6505.TW,台塑化,23
6515.TW,穎崴,24
6525.TW,捷敏-KY,24
6526.TW,達發,24
6531.TW,愛普*,24
6533.TW,晶心科,24
6534.TW,正瀚-創,22
6541.TW,泰福-KY,22
6550.TW,北極星藥業-KY,22
6552.TW,易華電,24
6558.TW,興能高,31
6573.TW,虹揚-KY,24
6579.TW,研揚,25
6581.TW,鋼聯,35
6582.TW,申豐,11
6585.TW,鼎基,20
6589.TW,台康生技,22
6591.TW,動力-KY,25
6592.TW,和潤企業,20
6598.TW,ABC-KY,22
6605.TW,帝寶,12
6606.TW,建德工業,05
6614.TW,資拓宏宇,36
6625.TW,必應,20
6641.TW,基士德-KY,35
6645.TW,金萬林-創,22
6655.TW,科定,20
6657.TW,華安,22
6658.TW,聯策,31
6666.TW,羅麗芬-KY,22
6668.TW,中揚光,26
6669.TW,緯穎,25
6670.TW,復盛應用,37
6671.TW,三能-KY,38
6672.TW,騰輝電子-KY,28
6674.TW,鋐寶科技,27
6689.TW,伊雲谷,36
6691.TW,洋基工程,31
6695.TW,芯鼎,24
6698.TW,旭暉應材,31
6706.TW,惠特,26
6715.TW,嘉基,28
6719.TW,力智,24
6722.TW,輝創,31
6742.TW,澤米,26
6743.TW,安普新,31
6753.TW,龍德造船,15
6754.TW,匯僑設計,38
6756.TW,威鋒電子,24
6757.TW,台灣虎航,15
6768.TW,志強-KY,37
6770.TW,力積電,24
6771.TW,平和環保-創,35
6776.TW,展碁國際,29
6781.TW,AES-KY,28
6782.TW,視陽,22
6789.TW,采鈺,24
6790.TW,永豐實,09
6792.TW,詠業,27
6794.TW,向榮生技,22
6796.TW,晉弘,22
6799.TW,來頡,24
6805.TW,富世達,28
6807.TW,峰源-KY,38
6830.TW,汎銓,31
6831.TW,邁科,25
6834.TW,天二科技,28
6835.TW,圓裕,28
6838.TW,台新藥,22
6854.TW,錼創科技-KY創,24
6861.TW,睿生光電,22
6862.TW,三集瑞-KY,28
6863.TW,永道-KY,27
6869.TW,雲豹能源,35
6873.TW,泓德能源,35
6885.TW,全福生技,22
6887.TW,寶綠特-KY,35
6890.TW,來億-KY,37
6901.TW,鑽石投資,20
6902.TW,GOGOLOOK,36
6906.TW,現觀科,36
6908.TW,宏碁遊戲-創,29
6909.TW,創控,24
6914.TW,阜爾運通,20
6916.TW,華凌,26
6918.TW,愛派司,22
6919.TW,康霈*,22
6921.TW,嘉雨思-創,24
6923.TW,中台,35
6924.TW,榮惠-KY創,28
6928.TW,攸泰科技,25
6931.TW,青松健康,22
6933.TW,AMAX-KY,25
6934.TW,心誠鎂,22
6936.TW,永鴻生技,22
6937.TW,天虹,24
6944.TW,兆聯實業,35
6947.TW,台鎔科技,35
6949.TW,沛爾生醫-創,22
6951.TW,青新-創,35
6952.TW,大武山,20
6955.TW,邦睿生技-創,22
6957.TW,裕慶-KY,20
6958.TW,日盛台駿,20
6962.TW,奕力-KY,24
6965.TW,中傑-KY,37
6969.TW,成信實業*-創,35
6988.TW,威力暘-創,12
6994.TW,富威電力,35
7610.TW,聯友金屬-創,35
7631.TW,聚賢研發-創,31
7689.TW,大鵬科CLMX,27
7705.TW,三商餐飲,16
7711.TW,永擎,25
7721.TW,微程式,36
7722.TW,LINEPAY,36
7730.TW,暉盛-創,24
7732.TW,金興精密,12
7736.TW,虎山,12
7740.TW,熙特爾-創,35
7749.TW,意騰-KY,24
7750.TW,新代,05
7760.TW,享溫馨,16
7765.TW,中華資安,36
7768.TW,頌勝科技,24
7769.TW,鴻勁,24
7780.TW,大研生醫*,02
7786.TW,東方風能,35
7788.TW,松川精密,28
7791.TW,皇家可口,02
7795.TW,長廣,28
7799.TW,禾榮科,22
7803.TW,雲象科技-創,22
7818.TW,溢泰實業,35
7821.TW,神數,12
7822.TW,倍利科,24
7823.TW,奧義賽博-KY創,36
7827.TW,漢康-KY創,22
7835.TW,永悅健康-創,36
7855.TW,和運租車,20
8011.TW,台通,27
8016.TW,矽創,24
8021.TW,尖點,31
8028.TW,昇陽半導體,24
8033.TW,雷虎,20
8039.TW,台虹,28
8045.TW,達運光電,27
8046.TW,南電,28
8070.TW,長華*,29
8072.TW,陞泰,29
8081.TW,致新,24
8101.TW,華冠,27
8103.TW,瀚荃,28
8104.TW,錸寶,26
8105.TW,凌巨,26
8110.TW,華東,24
8112.TW,至上,29
8114.TW,振樺電,25
8131.TW,福懋科,24
8150.TW,南茂,24
8162.TW,微矽電子-創,24
8163.TW,達方,25
8201.TW,無敵,31
8210.TW,勤誠,25
8213.TW,志超,28
8215.TW,明基材,26
8222.TW,寶一,05
8249.TW,菱光,28
8261.TW,富鼎,24
8271.TW,宇瞻,24
8341.TW,日友,35
8367.TW,建新國際,15
8374.TW,羅昇,05
8404.TW,百和興業-KY,20
8411.TW,福貞-KY,20
8422.TW,可寧衛*,35
8429.TW,金麗-KY,18
8438.TW,昶昕,35
8442.TW,威宏-KY,20
8443.TW,阿瘦,18
8454.TW,富邦媒,36
8462.TW,柏文,37
8463.TW,潤泰材,20
8464.TW,億豐,38
8466.TW,美吉吉-KY,20
8467.TW,波力-KY,37
8473.TW,山林水,35
8476.TW,台境*,35
8478.TW,東哥遊艇,37
8481.TW,政伸,20
8482.TW,商億-KY,38
8487.TW,愛爾達-創,36
8488.TW,吉源-KY,20
8499.TW,鼎炫-KY,31
8926.TW,台汽電,23
8940.TW,新天地,16
8996.TW,高力,05
9103.TW,美德醫療-DR,91
910322.TW,康師傅-DR,91
9105.TW,泰金寶-DR,91
910861.TW,神州-DR,91
9110.TW,越南控-DR,91
911608.TW,明輝-DR,91
911622.TW,泰聚亨-DR,91
911868.TW,同方友友-DR,91
912000.TW,晨訊科-DR,91
9136.TW,巨騰-DR,91
9802.TW,鈺齊-KY,37
9902.TW,台火,20
9904.TW,寶成,37
9905.TW,大華,20
9906.TW,欣巴巴,14
9907.TW,統一實,20
9908.TW,大台北,23
9910.TW,豐泰,37
9911.TW,櫻花,38
9912.TW,偉聯,25
9914.TW,美利達,37
9917.TW,中保科,20
9918.TW,欣天然,23
9919.TW,康那香,20
9921.TW,巨大,37
9924.TW,福興,38
9925.TW,新保,20
9926.TW,新海,23
9927.TW,泰銘,20
9928.TW,中視,20
9929.TW,秋雨,20
9930.TW,中聯資源,35
9931.TW,欣高,23
9933.TW,中鼎,20
9934.TW,成霖,38
9935.TW,慶豐富,38
9937.TW,全國,23
9938.TW,百和,20
9939.TW,宏全,20
9940.TW,信義,20
